Rented Bike Count,Temperature,Humidity,Visibility,Solar Radiation,Rainfall,Snowfall,Time of Day
low,moderate,high,low,low,no,no,afternoon
low,moderate,high,low,low,light,no,afternoon
low,moderate,high,high,low,no,no,afternoon
low,moderate,high,high,low,no,no,afternoon
high,moderate,high,high,low,no,no,afternoon
high,moderate,high,high,low,no,no,afternoon
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
low,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
low,moderate,high,low,low,light,no,afternoon
low,moderate,high,low,low,light,no,afternoon
low,moderate,high,low,low,light,no,afternoon
low,moderate,high,low,low,light,no,evening
low,moderate,high,low,low,light,no,evening
low,moderate,high,low,low,light,no,evening
low,moderate,high,low,low,light,no,evening
low,moderate,high,low,low,light,no,evening
low,moderate,high,low,low,light,no,evening
low,moderate,high,low,low,light,no,night
low,moderate,high,low,low,light,no,night
low,moderate,high,low,low,light,no,night
low,moderate,high,low,low,light,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,morning
high,moderate,high,high,low,no,no,morning
high,moderate,high,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
low,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
low,moderate,low,high,high,no,no,morning
low,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
low,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,high,no,no,morning
high,moderate,low,low,high,no,no,morning
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,high,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,high,low,no,no,morning
low,moderate,low,high,high,no,no,morning
high,hot,low,high,high,no,no,morning
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,evening
low,moderate,high,low,low,no,no,evening
low,moderate,high,low,low,light,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
low,moderate,high,low,low,no,no,evening
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
low,moderate,high,low,low,no,no,morning
high,moderate,low,low,high,no,no,morning
high,moderate,low,low,high,no,no,afternoon
high,moderate,low,low,high,no,no,afternoon
high,moderate,low,low,high,no,no,afternoon
high,moderate,low,low,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
low,moderate,low,low,high,no,no,morning
high,moderate,low,low,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
low,hot,low,low,high,no,no,morning
high,hot,low,high,high,no,no,morning
high,hot,low,high,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,night
high,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,hot,low,high,high,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,high,no,no,morning
high,hot,low,high,high,no,no,morning
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,low,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
low,moderate,high,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,high,high,no,no,morning
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,night
high,moderate,low,high,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,low,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
low,moderate,low,low,low,no,no,morning
high,moderate,low,low,high,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
low,moderate,low,low,high,no,no,morning
high,moderate,low,low,high,no,no,morning
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,night
high,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
low,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,low,high,no,no,morning
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
low,moderate,low,low,low,light,no,evening
low,moderate,high,high,low,light,no,evening
low,moderate,high,high,low,no,no,evening
low,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,high,high,low,light,no,night
low,moderate,low,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,high,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,high,high,low,no,no,afternoon
high,moderate,high,high,low,no,no,evening
low,moderate,high,high,low,light,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
low,moderate,high,low,low,light,no,evening
low,moderate,high,high,low,light,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,morning
high,moderate,high,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,night
high,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,night
low,moderate,high,high,low,no,no,morning
low,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,light,no,morning
low,moderate,high,low,low,heavy,no,morning
low,moderate,high,low,low,heavy,no,morning
low,moderate,high,low,low,light,no,morning
low,moderate,high,low,low,light,no,morning
low,moderate,high,low,low,no,no,morning
high,moderate,high,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,low,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,afternoon
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,high,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,high,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,light,no,night
low,moderate,high,low,low,light,no,night
low,moderate,high,low,low,heavy,no,night
low,moderate,high,high,low,light,no,night
low,moderate,high,high,low,no,no,morning
high,moderate,high,high,low,no,no,morning
high,moderate,high,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,night
high,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,night
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
low,moderate,low,high,low,no,no,morning
high,moderate,low,high,low,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,morning
high,moderate,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,high,no,no,afternoon
high,hot,low,high,low,no,no,afternoon
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,hot,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,low,high,low,no,no,evening
high,moderate,high,low,low,no,no,evening
high,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,night
low,moderate,high,low,low,no,no,morning
low,moderate,high,low,low,no,no,morning
low,moderate,high,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,morning
high,moderate,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,high,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,afternoon
high,hot,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
high,moderate,low,low,low,no,no,evening
